,size,from_Concordia,price
1821,4.5,2.0,2415.0
1822,1.5,2.0,1505.0
1823,5.5,1.0,5025.0
1824,3.5,1.0,1765.0
1825,4.5,1.0,2375.0
1826,5.5,5.0,3500.0
1827,4.5,5.0,2000.0
1828,3.5,5.0,1385.0
1829,1.5,5.0,1114.0
1830,3.5,2.0,1650.0
1831,5.5,1.0,4820.0
1832,4.5,1.0,2230.0
1833,3.5,1.0,1875.0
1834,1.5,6.0,1200.0
1835,4.5,2.0,2390.0
1836,4.5,5.0,1195.0
1837,3.5,1.0,1695.0
1838,4.5,1.0,2150.0
1839,1.5,1.0,1655.0
1840,1.5,2.0,1820.0
1841,5.5,2.0,3200.0
1842,5.5,2.0,3450.0
1843,3.5,2.0,1605.0
1844,1.5,2.0,1275.0
1845,3.5,1.0,1528.0
1846,1.5,1.0,1135.0
1847,4.5,7.0,1696.0
1848,1.5,1.0,1475.0
1849,4.5,3.0,1800.0
1850,1.5,8.0,720.0
1851,5.5,9.0,1700.0
1852,7.5,4.0,2900.0
1853,1.5,9.0,740.0
1854,6.5,3.0,3500.0
1855,3.5,6.0,1350.0
1856,4.5,9.0,1550.0
1857,1.5,4.0,950.0
1858,4.5,7.0,2000.0
1859,5.5,10.0,1400.0
1860,4.5,1.0,2639.0
1861,3.5,1.0,1765.0
1862,1.5,1.0,1538.0
1863,3.5,3.0,1700.0
1864,5.5,2.0,3442.0
1865,3.5,2.0,1715.0
1866,4.5,2.0,2415.0
1867,1.5,2.0,1505.0
1868,5.5,1.0,5025.0
1869,3.5,1.0,1765.0
1870,4.5,1.0,2375.0
1871,5.5,5.0,3500.0
1872,4.5,5.0,2000.0
1873,3.5,5.0,1385.0
1874,1.5,5.0,1114.0
1875,3.5,2.0,1650.0
1876,5.5,1.0,4820.0
1877,4.5,1.0,2230.0
1878,3.5,1.0,1875.0
1879,1.5,6.0,1200.0
1880,4.5,2.0,2390.0
1881,4.5,5.0,1195.0
1882,3.5,1.0,1695.0
1883,4.5,1.0,2150.0
1884,1.5,1.0,1655.0
1885,1.5,2.0,1820.0
1886,5.5,2.0,3200.0
1887,5.5,2.0,3450.0
1888,3.5,2.0,1605.0
1889,1.5,2.0,1275.0
1890,4.5,1.0,2150.0
1891,4.5,2.0,2225.0
1892,5.5,5.0,1925.0
1893,3.5,1.0,1875.0
1894,3.5,7.0,1390.0
1895,1.5,8.0,720.0
1896,5.5,9.0,1700.0
1897,7.5,4.0,2900.0
1898,1.5,9.0,740.0
1899,6.5,3.0,3500.0
1900,3.5,6.0,1350.0
1901,4.5,9.0,1550.0
1902,1.5,4.0,950.0
1903,4.5,7.0,2000.0
1904,5.5,10.0,1400.0
1905,4.5,1.0,2639.0
1906,3.5,1.0,1765.0
1907,1.5,1.0,1538.0
1908,3.5,3.0,1700.0
1909,5.5,2.0,3442.0
1910,3.5,2.0,1715.0
1911,4.5,2.0,2415.0
1912,1.5,2.0,1505.0
1913,5.5,1.0,5025.0
1914,3.5,1.0,1765.0
1915,4.5,1.0,2375.0
1916,5.5,5.0,3500.0
1917,4.5,5.0,2000.0
1918,3.5,5.0,1385.0
1919,1.5,5.0,1114.0
1920,3.5,2.0,1650.0
1921,5.5,1.0,4820.0
1922,4.5,1.0,2230.0
1923,3.5,1.0,1875.0
1924,1.5,6.0,1200.0
1925,4.5,2.0,2390.0
1926,4.5,5.0,1195.0
1927,3.5,1.0,1695.0
1928,4.5,1.0,2150.0
1929,1.5,1.0,1655.0
1930,1.5,2.0,1820.0
1931,5.5,2.0,3200.0
1932,5.5,2.0,3450.0
1933,3.5,2.0,1605.0
1934,1.5,2.0,1275.0
1935,3.5,3.0,1375.0
1936,4.5,5.0,1295.0
1937,3.5,3.0,1575.0
1938,3.5,2.0,1740.0
1939,4.5,3.0,1795.0
1940,1.5,8.0,720.0
1941,5.5,9.0,1700.0
1942,7.5,4.0,2900.0
1943,1.5,9.0,740.0
1944,6.5,3.0,3500.0
1945,3.5,6.0,1350.0
1946,4.5,9.0,1550.0
1947,1.5,4.0,950.0
1948,4.5,7.0,2000.0
1949,5.5,10.0,1400.0
1950,4.5,1.0,2639.0
1951,3.5,1.0,1765.0
1952,1.5,1.0,1538.0
1953,3.5,3.0,1700.0
1954,5.5,2.0,3442.0
1955,3.5,2.0,1715.0
1956,4.5,2.0,2415.0
1957,1.5,2.0,1505.0
1958,5.5,1.0,5025.0
1959,3.5,1.0,1765.0
1960,4.5,1.0,2375.0
1961,5.5,5.0,3500.0
1962,4.5,5.0,2000.0
1963,3.5,5.0,1385.0
1964,1.5,5.0,1114.0
1965,3.5,2.0,1650.0
1966,5.5,1.0,4820.0
1967,4.5,1.0,2230.0
1968,3.5,1.0,1875.0
1969,1.5,6.0,1200.0
1970,4.5,2.0,2390.0
1971,4.5,5.0,1195.0
1972,3.5,1.0,1695.0
1973,4.5,1.0,2150.0
1974,1.5,1.0,1655.0
1975,1.5,2.0,1820.0
1976,5.5,2.0,3200.0
1977,5.5,2.0,3450.0
1978,3.5,2.0,1605.0
1979,1.5,2.0,1275.0
1980,3.5,8.0,1614.0
1981,4.5,5.0,2150.0
1982,6.5,1.0,5968.0
1983,4.5,1.0,3200.0
1984,3.5,6.0,1470.0
1985,1.5,8.0,720.0
1986,5.5,9.0,1700.0
1987,7.5,4.0,2900.0
1988,1.5,9.0,740.0
1989,6.5,3.0,3500.0
1990,3.5,6.0,1350.0
1991,4.5,9.0,1550.0
1992,1.5,4.0,950.0
1993,4.5,7.0,2000.0
1994,5.5,10.0,1400.0
1995,4.5,1.0,2639.0
1996,3.5,1.0,1765.0
1997,1.5,1.0,1538.0
1998,3.5,3.0,1700.0
1999,5.5,2.0,3442.0
2000,3.5,2.0,1715.0
2001,4.5,2.0,2415.0
2002,1.5,2.0,1505.0
2003,5.5,1.0,5025.0
2004,3.5,1.0,1765.0
2005,4.5,1.0,2375.0
2006,5.5,5.0,3500.0
2007,4.5,5.0,2000.0
2008,3.5,5.0,1385.0
2009,1.5,5.0,1114.0
2010,3.5,2.0,1650.0
2011,5.5,1.0,4820.0
2012,4.5,1.0,2230.0
2013,3.5,1.0,1875.0
2014,1.5,6.0,1200.0
2015,4.5,2.0,2390.0
2016,4.5,5.0,1195.0
2017,3.5,1.0,1695.0
2018,4.5,1.0,2150.0
2019,1.5,1.0,1655.0
2020,1.5,2.0,1820.0
2021,5.5,2.0,3200.0
2022,5.5,2.0,3450.0
2023,3.5,2.0,1605.0
2024,1.5,2.0,1275.0
2025,4.5,2.0,3250.0
2026,3.5,2.0,1550.0
2027,4.5,7.0,2225.0
2028,5.5,5.0,1925.0
2029,4.5,7.0,2225.0
2030,4.5,5.0,2400.0
2031,1.5,8.0,720.0
2032,5.5,9.0,1700.0
2033,7.5,4.0,2900.0
2034,1.5,9.0,740.0
2035,6.5,3.0,3500.0
2036,3.5,6.0,1350.0
2037,4.5,9.0,1550.0
2038,1.5,4.0,950.0
2039,4.5,7.0,2000.0
2040,5.5,10.0,1400.0
2041,4.5,1.0,2639.0
2042,3.5,1.0,1765.0
2043,1.5,1.0,1538.0
2044,3.5,3.0,1700.0
2045,5.5,2.0,3442.0
2046,3.5,2.0,1715.0
2047,4.5,2.0,2415.0
2048,1.5,2.0,1505.0
2049,5.5,1.0,5025.0
2050,3.5,1.0,1765.0
2051,4.5,1.0,2375.0
2052,5.5,5.0,3500.0
2053,4.5,5.0,2000.0
2054,3.5,5.0,1385.0
2055,1.5,5.0,1114.0
2056,3.5,2.0,1650.0
2057,5.5,1.0,4820.0
2058,4.5,1.0,2230.0
2059,3.5,1.0,1875.0
2060,1.5,6.0,1200.0
2061,4.5,2.0,2390.0
2062,4.5,5.0,1195.0
2063,3.5,1.0,1695.0
2064,4.5,1.0,2150.0
2065,1.5,1.0,1655.0
2066,1.5,2.0,1820.0
2067,5.5,2.0,3200.0
2068,5.5,2.0,3450.0
2069,3.5,2.0,1605.0
2070,3.5,1.0,1829.0
2071,3.5,3.0,1395.0
2072,4.5,2.0,2250.0
2073,4.5,8.0,1960.0
2074,3.5,8.0,1614.0
2075,1.5,8.0,720.0
2076,5.5,9.0,1700.0
2077,7.5,4.0,2900.0
2078,1.5,9.0,740.0
2079,6.5,3.0,3500.0
2080,3.5,6.0,1350.0
2081,4.5,9.0,1550.0
2082,1.5,4.0,950.0
2083,4.5,7.0,2000.0
2084,5.5,10.0,1400.0
2085,4.5,1.0,2639.0
2086,3.5,1.0,1765.0
2087,1.5,1.0,1538.0
2088,3.5,3.0,1700.0
2089,5.5,2.0,3442.0
2090,3.5,2.0,1715.0
2091,4.5,2.0,2415.0
2092,1.5,2.0,1505.0
2093,5.5,1.0,5025.0
2094,3.5,1.0,1765.0
2095,4.5,1.0,2375.0
2096,5.5,5.0,3500.0
2097,4.5,5.0,2000.0
2098,3.5,5.0,1385.0
2099,1.5,5.0,1114.0
2100,3.5,2.0,1650.0
2101,5.5,1.0,4820.0
2102,4.5,1.0,2230.0
2103,3.5,1.0,1875.0
2104,1.5,6.0,1200.0
2105,4.5,2.0,2390.0
2106,4.5,5.0,1195.0
2107,3.5,1.0,1695.0
2108,4.5,1.0,2150.0
2109,1.5,1.0,1655.0
2110,1.5,2.0,1820.0
2111,5.5,2.0,3200.0
2112,5.5,2.0,3450.0
2113,3.5,2.0,1605.0
2114,1.5,2.0,1275.0
2115,1.5,4.0,1525.0
2116,3.5,1.0,1350.0
2118,1.5,2.0,1125.0
2119,3.5,8.0,1585.0
2120,4.5,5.0,2400.0
2121,1.5,8.0,720.0
2122,5.5,9.0,1700.0
2123,7.5,4.0,2900.0
2124,1.5,9.0,740.0
2125,6.5,3.0,3500.0
2126,3.5,6.0,1350.0
2127,4.5,9.0,1550.0
2128,1.5,4.0,950.0
2129,4.5,7.0,2000.0
2130,5.5,10.0,1400.0
2131,4.5,1.0,2639.0
2132,3.5,1.0,1765.0
2133,1.5,1.0,1538.0
2134,3.5,3.0,1700.0
2135,5.5,2.0,3442.0
2136,3.5,2.0,1715.0
2137,4.5,2.0,2415.0
2138,1.5,2.0,1505.0
2139,5.5,1.0,5025.0
2140,3.5,1.0,1765.0
2141,4.5,1.0,2375.0
2142,5.5,5.0,3500.0
2143,4.5,5.0,2000.0
2144,3.5,5.0,1385.0
2145,1.5,5.0,1114.0
2146,3.5,2.0,1650.0
2147,5.5,1.0,4820.0
2148,4.5,1.0,2230.0
2149,3.5,1.0,1875.0
2150,1.5,6.0,1200.0
2151,4.5,2.0,2390.0
2152,4.5,5.0,1195.0
2153,3.5,1.0,1695.0
2154,4.5,1.0,2150.0
2155,1.5,1.0,1655.0
2156,1.5,2.0,1820.0
2157,5.5,2.0,3200.0
2158,5.5,2.0,3450.0
2159,3.5,2.0,1605.0
2160,4.5,7.0,2225.0
2161,6.5,1.0,3000.0
2162,5.5,2.0,3095.0
2163,4.5,4.0,2600.0
2164,1.5,1.0,1475.0
2165,4.5,5.0,2400.0
2166,1.5,8.0,720.0
2167,5.5,9.0,1700.0
2168,7.5,4.0,2900.0
2169,1.5,9.0,740.0
2170,6.5,3.0,3500.0
2171,3.5,6.0,1350.0
2172,4.5,9.0,1550.0
2173,1.5,4.0,950.0
2174,4.5,7.0,2000.0
2175,5.5,10.0,1400.0
2176,4.5,1.0,2639.0
2177,3.5,1.0,1765.0
2178,1.5,1.0,1538.0
2179,3.5,3.0,1700.0
2180,5.5,2.0,3442.0
2181,3.5,2.0,1715.0
2182,4.5,2.0,2415.0
2183,1.5,2.0,1505.0
2184,5.5,1.0,5025.0
2185,3.5,1.0,1765.0
2186,4.5,1.0,2375.0
2187,5.5,5.0,3500.0
2188,4.5,5.0,2000.0
2189,3.5,5.0,1385.0
2190,1.5,5.0,1114.0
2191,3.5,2.0,1650.0
2192,5.5,1.0,4820.0
2193,4.5,1.0,2230.0
2194,3.5,1.0,1875.0
2195,1.5,6.0,1200.0
2196,4.5,2.0,2390.0
2197,4.5,5.0,1195.0
2198,3.5,1.0,1695.0
2199,4.5,1.0,2150.0
2200,1.5,1.0,1655.0
2201,1.5,2.0,1820.0
2202,5.5,2.0,3200.0
2203,5.5,2.0,3450.0
2204,3.5,2.0,1605.0
2205,3.5,3.0,1710.0
2206,3.5,8.0,1585.0
2207,4.5,2.0,1850.0
2208,3.5,9.0,1500.0
2209,4.5,10.0,1700.0
2210,4.5,5.0,2400.0
2211,1.5,8.0,720.0
2212,5.5,9.0,1700.0
2213,7.5,4.0,2900.0
2214,1.5,9.0,740.0
2215,6.5,3.0,3500.0
2216,3.5,6.0,1350.0
2217,4.5,9.0,1550.0
2218,1.5,4.0,950.0
2219,4.5,7.0,2000.0
2220,5.5,10.0,1400.0
2221,4.5,1.0,2639.0
2222,3.5,1.0,1765.0
2223,1.5,1.0,1538.0
2224,3.5,3.0,1700.0
2225,5.5,2.0,3442.0
2226,3.5,2.0,1715.0
2227,4.5,2.0,2415.0
2228,1.5,2.0,1505.0
2229,5.5,1.0,5025.0
2230,3.5,1.0,1765.0
2231,4.5,1.0,2375.0
2232,5.5,5.0,3500.0
2233,4.5,5.0,2000.0
2234,3.5,5.0,1385.0
2235,1.5,5.0,1114.0
2236,3.5,2.0,1650.0
2237,5.5,1.0,4820.0
2238,4.5,1.0,2230.0
2239,3.5,1.0,1875.0
2240,1.5,6.0,1200.0
2241,4.5,2.0,2390.0
2242,4.5,5.0,1195.0
2243,3.5,1.0,1695.0
2244,4.5,1.0,2150.0
2245,1.5,1.0,1655.0
2246,1.5,2.0,1820.0
2247,5.5,2.0,3200.0
2248,5.5,2.0,3450.0
2249,3.5,2.0,1605.0
2250,4.5,9.0,1895.0
2251,1.5,4.0,850.0
2252,3.5,7.0,1575.0
2253,3.5,9.0,1500.0
2254,1.5,5.0,635.0
2255,4.5,5.0,2400.0
2256,1.5,8.0,720.0
2257,5.5,9.0,1700.0
2258,7.5,4.0,2900.0
2259,1.5,9.0,740.0
2260,6.5,3.0,3500.0
2261,3.5,6.0,1350.0
2262,4.5,9.0,1550.0
2263,1.5,4.0,950.0
2264,4.5,7.0,2000.0
2265,5.5,10.0,1400.0
2266,4.5,1.0,2639.0
2267,3.5,1.0,1765.0
2268,1.5,1.0,1538.0
2269,3.5,3.0,1700.0
2270,5.5,2.0,3442.0
2271,3.5,2.0,1715.0
2272,4.5,2.0,2415.0
2273,1.5,2.0,1505.0
2274,5.5,1.0,5025.0
2275,3.5,1.0,1765.0
2276,4.5,1.0,2375.0
2277,5.5,5.0,3500.0
2278,4.5,5.0,2000.0
2279,3.5,5.0,1385.0
2280,1.5,5.0,1114.0
2281,3.5,2.0,1650.0
2282,5.5,1.0,4820.0
2283,4.5,1.0,2230.0
2284,3.5,1.0,1875.0
2285,1.5,6.0,1200.0
2286,4.5,2.0,2390.0
2287,4.5,5.0,1195.0
2288,3.5,1.0,1695.0
2289,4.5,1.0,2150.0
2290,1.5,1.0,1655.0
2291,1.5,2.0,1820.0
2292,5.5,2.0,3200.0
2293,5.5,2.0,3450.0
2294,3.5,2.0,1605.0
2295,4.5,4.0,2300.0
2296,4.5,2.0,3250.0
2297,6.5,1.0,5968.0
2298,3.5,10.0,1495.0
2299,1.5,1.0,1195.0
2300,4.5,5.0,2400.0
2301,1.5,8.0,720.0
2302,5.5,9.0,1700.0
2303,7.5,4.0,2900.0
2304,1.5,9.0,740.0
2305,6.5,3.0,3500.0
2306,3.5,6.0,1350.0
2307,4.5,9.0,1550.0
2308,1.5,4.0,950.0
2309,4.5,7.0,2000.0
2310,5.5,10.0,1400.0
2311,4.5,1.0,2639.0
2312,3.5,1.0,1765.0
2313,1.5,1.0,1538.0
2314,3.5,3.0,1700.0
2315,5.5,2.0,3442.0
2316,3.5,2.0,1715.0
2317,4.5,2.0,2415.0
2318,1.5,2.0,1505.0
2319,5.5,1.0,5025.0
2320,3.5,1.0,1765.0
2321,4.5,1.0,2375.0
2322,5.5,5.0,3500.0
2323,4.5,5.0,2000.0
2324,3.5,5.0,1385.0
2325,1.5,5.0,1114.0
2326,3.5,2.0,1650.0
2327,5.5,1.0,4820.0
2328,4.5,1.0,2230.0
2329,3.5,1.0,1875.0
2330,1.5,6.0,1200.0
2331,4.5,2.0,2390.0
2332,4.5,5.0,1195.0
2333,3.5,1.0,1695.0
2334,4.5,1.0,2150.0
2335,1.5,1.0,1655.0
2336,1.5,2.0,1820.0
2337,5.5,2.0,3200.0
2338,5.5,2.0,3450.0
2339,3.5,2.0,1605.0
2340,1.5,1.0,1135.0
2341,1.5,9.0,995.0
2342,3.5,2.0,1600.0
2343,4.5,5.0,2565.0
2344,3.5,8.0,1585.0
2345,4.5,5.0,2400.0
2346,1.5,8.0,720.0
2347,5.5,9.0,1700.0
2348,7.5,4.0,2900.0
2349,1.5,9.0,740.0
2350,6.5,3.0,3500.0
2351,3.5,6.0,1350.0
2352,4.5,9.0,1550.0
2353,1.5,4.0,950.0
2354,4.5,7.0,2000.0
2355,5.5,10.0,1400.0
2356,4.5,1.0,2639.0
2357,3.5,1.0,1765.0
2358,1.5,1.0,1538.0
2359,3.5,3.0,1700.0
2360,5.5,2.0,3442.0
2361,3.5,2.0,1715.0
2362,4.5,2.0,2415.0
2363,1.5,2.0,1505.0
2364,5.5,1.0,5025.0
2365,3.5,1.0,1765.0
2366,4.5,1.0,2375.0
2367,5.5,5.0,3500.0
2368,4.5,5.0,2000.0
2369,3.5,5.0,1385.0
2370,1.5,5.0,1114.0
2371,3.5,2.0,1650.0
2372,5.5,1.0,4820.0
2373,4.5,1.0,2230.0
2374,3.5,1.0,1875.0
2375,1.5,6.0,1200.0
2376,4.5,2.0,2390.0
2377,4.5,5.0,1195.0
2378,3.5,1.0,1695.0
2379,4.5,1.0,2150.0
2380,1.5,1.0,1655.0
2381,1.5,2.0,1820.0
2382,5.5,2.0,3200.0
2383,5.5,2.0,3450.0
2384,3.5,2.0,1605.0
2385,1.5,2.0,850.0
2386,6.5,1.0,5968.0
2387,5.5,4.0,3450.0
2389,4.5,3.0,2225.0
2390,3.5,5.0,1100.0
2391,4.5,5.0,2400.0
2392,1.5,8.0,720.0
2393,5.5,9.0,1700.0
2394,7.5,4.0,2900.0
2395,1.5,9.0,740.0
2396,6.5,3.0,3500.0
2397,3.5,6.0,1350.0
2398,4.5,9.0,1550.0
2399,1.5,4.0,950.0
2400,4.5,7.0,2000.0
2401,5.5,10.0,1400.0
2402,4.5,1.0,2639.0
2403,3.5,1.0,1765.0
2404,1.5,1.0,1538.0
2405,3.5,3.0,1700.0
2406,5.5,2.0,3442.0
2407,3.5,2.0,1715.0
2408,4.5,2.0,2415.0
2409,1.5,2.0,1505.0
2410,5.5,1.0,5025.0
2411,3.5,1.0,1765.0
2412,4.5,1.0,2375.0
2413,5.5,5.0,3500.0
2414,4.5,5.0,2000.0
2415,3.5,5.0,1385.0
2416,1.5,5.0,1114.0
2417,3.5,2.0,1650.0
2418,5.5,1.0,4820.0
2419,4.5,1.0,2230.0
2420,3.5,1.0,1875.0
2421,1.5,6.0,1200.0
2422,4.5,2.0,2390.0
2423,4.5,5.0,1195.0
2424,3.5,1.0,1695.0
2425,4.5,1.0,2150.0
2426,1.5,1.0,1655.0
2427,1.5,2.0,1820.0
2428,5.5,2.0,3200.0
2429,5.5,2.0,3450.0
2430,1.5,2.0,1365.0
2431,4.5,2.0,1850.0
2432,3.5,2.0,1550.0
2433,1.5,2.0,1425.0
2434,4.5,7.0,2225.0
2435,3.5,5.0,1100.0
2436,4.5,5.0,2400.0
2437,1.5,8.0,720.0
2438,5.5,9.0,1700.0
2439,7.5,4.0,2900.0
2440,1.5,9.0,740.0
2441,6.5,3.0,3500.0
2442,3.5,6.0,1350.0
2443,4.5,9.0,1550.0
2444,1.5,4.0,950.0
2445,4.5,7.0,2000.0
2446,5.5,10.0,1400.0
2447,4.5,1.0,2639.0
2448,3.5,1.0,1765.0
2449,1.5,1.0,1538.0
2450,3.5,3.0,1700.0
2451,5.5,2.0,3442.0
2452,3.5,2.0,1715.0
2453,4.5,2.0,2415.0
2454,1.5,2.0,1505.0
2455,5.5,1.0,5025.0
2456,3.5,1.0,1765.0
2457,4.5,1.0,2375.0
2458,5.5,5.0,3500.0
2459,4.5,5.0,2000.0
2460,3.5,5.0,1385.0
2461,1.5,5.0,1114.0
2462,3.5,2.0,1650.0
2463,5.5,1.0,4820.0
2464,4.5,1.0,2230.0
2465,3.5,1.0,1875.0
2466,1.5,6.0,1200.0
2467,4.5,2.0,2390.0
2468,4.5,5.0,1195.0
2469,3.5,1.0,1695.0
2470,4.5,1.0,2150.0
2471,1.5,1.0,1655.0
2472,1.5,2.0,1820.0
2473,5.5,2.0,3200.0
2474,5.5,2.0,3450.0
2475,5.5,2.0,2100.0
2476,3.5,3.0,1710.0
2477,4.5,1.0,2350.0
2478,1.5,5.0,635.0
2479,4.5,6.0,3295.0
2480,3.5,5.0,1100.0
2481,4.5,5.0,2400.0
2482,1.5,8.0,720.0
2483,5.5,9.0,1700.0
2484,7.5,4.0,2900.0
2485,1.5,9.0,740.0
2486,6.5,3.0,3500.0
2487,3.5,6.0,1350.0
2488,4.5,9.0,1550.0
2489,1.5,4.0,950.0
2490,4.5,7.0,2000.0
2491,5.5,10.0,1400.0
2492,4.5,1.0,2639.0
2493,3.5,1.0,1765.0
2494,1.5,1.0,1538.0
2495,3.5,3.0,1700.0
2496,5.5,2.0,3442.0
2497,3.5,2.0,1715.0
2498,4.5,2.0,2415.0
2499,1.5,2.0,1505.0
2500,5.5,1.0,5025.0
2501,3.5,1.0,1765.0
2502,4.5,1.0,2375.0
2503,5.5,5.0,3500.0
2504,4.5,5.0,2000.0
2505,3.5,5.0,1385.0
2506,1.5,5.0,1114.0
2507,3.5,2.0,1650.0
2508,5.5,1.0,4820.0
2509,4.5,1.0,2230.0
2510,3.5,1.0,1875.0
2511,1.5,6.0,1200.0
2512,4.5,2.0,2390.0
2513,4.5,5.0,1195.0
2514,3.5,1.0,1695.0
2515,4.5,1.0,2150.0
2516,1.5,1.0,1655.0
2517,1.5,2.0,1820.0
2518,5.5,2.0,3200.0
2519,5.5,2.0,3450.0
2520,4.5,6.0,1400.0
2521,4.5,2.0,1750.0
2522,4.5,7.0,1696.0
2523,3.5,2.0,1850.0
2524,3.5,1.0,1675.0
2525,3.5,5.0,1100.0
2526,4.5,5.0,2400.0
2527,1.5,8.0,720.0
2528,5.5,9.0,1700.0
2529,7.5,4.0,2900.0
2530,1.5,9.0,740.0
2531,6.5,3.0,3500.0
2532,3.5,6.0,1350.0
2533,4.5,9.0,1550.0
2534,1.5,4.0,950.0
2535,4.5,7.0,2000.0
2536,5.5,10.0,1400.0
2537,4.5,1.0,2639.0
2538,3.5,1.0,1765.0
2539,1.5,1.0,1538.0
2540,3.5,3.0,1700.0
2541,5.5,2.0,3442.0
2542,3.5,2.0,1715.0
2543,4.5,2.0,2415.0
2544,1.5,2.0,1505.0
2545,5.5,1.0,5025.0
2546,3.5,1.0,1765.0
2547,4.5,1.0,2375.0
2548,5.5,5.0,3500.0
2549,4.5,5.0,2000.0
2550,3.5,5.0,1385.0
2551,1.5,5.0,1114.0
2552,3.5,2.0,1650.0
2553,5.5,1.0,4820.0
2554,4.5,1.0,2230.0
2555,3.5,1.0,1875.0
2556,1.5,6.0,1200.0
2557,4.5,2.0,2390.0
2558,4.5,5.0,1195.0
2559,3.5,1.0,1695.0
2560,4.5,1.0,2150.0
2561,1.5,1.0,1655.0
2562,1.5,2.0,1820.0
2563,5.5,2.0,3200.0
2564,5.5,2.0,3450.0
2565,4.5,3.0,2195.0
2566,4.5,6.0,1400.0
2567,6.5,1.0,5968.0
2568,3.5,8.0,1440.0
2569,3.5,4.0,2250.0
2570,3.5,5.0,1100.0
2571,4.5,5.0,2400.0
2572,1.5,8.0,720.0
2573,5.5,9.0,1700.0
2574,7.5,4.0,2900.0
2575,1.5,9.0,740.0
2576,6.5,3.0,3500.0
2577,3.5,6.0,1350.0
2578,4.5,9.0,1550.0
2579,1.5,4.0,950.0
2580,4.5,7.0,2000.0
2581,5.5,10.0,1400.0
2582,4.5,1.0,2639.0
2583,3.5,1.0,1765.0
2584,1.5,1.0,1538.0
2585,3.5,3.0,1700.0
2586,5.5,2.0,3442.0
2587,3.5,2.0,1715.0
2588,4.5,2.0,2415.0
2589,1.5,2.0,1505.0
2590,5.5,1.0,5025.0
2591,3.5,1.0,1765.0
2592,4.5,1.0,2375.0
2593,5.5,5.0,3500.0
2594,4.5,5.0,2000.0
2595,3.5,5.0,1385.0
2596,1.5,5.0,1114.0
2597,3.5,2.0,1650.0
2598,5.5,1.0,4820.0
2599,4.5,1.0,2230.0
2600,3.5,1.0,1875.0
2601,1.5,6.0,1200.0
2602,4.5,2.0,2390.0
2603,4.5,5.0,1195.0
2604,3.5,1.0,1695.0
2605,4.5,1.0,2150.0
2606,1.5,1.0,1655.0
2607,1.5,2.0,1820.0
2608,5.5,2.0,3200.0
2609,5.5,2.0,3450.0
2610,4.5,2.0,2295.0
2611,3.5,2.0,1350.0
2612,3.5,1.0,1528.0
2613,3.5,5.0,1570.0
2614,4.5,8.0,1960.0
2615,3.5,5.0,1100.0
2616,4.5,5.0,2400.0
2617,1.5,8.0,720.0
2618,5.5,9.0,1700.0
2619,7.5,4.0,2900.0
2620,1.5,9.0,740.0
2621,6.5,3.0,3500.0
2622,3.5,6.0,1350.0
2623,4.5,9.0,1550.0
2624,1.5,4.0,950.0
2625,4.5,7.0,2000.0
2626,5.5,10.0,1400.0
2627,4.5,1.0,2639.0
2628,3.5,1.0,1765.0
2629,1.5,1.0,1538.0
2630,3.5,3.0,1700.0
2631,5.5,2.0,3442.0
2632,3.5,2.0,1715.0
2633,4.5,2.0,2415.0
2634,1.5,2.0,1505.0
2635,5.5,1.0,5025.0
2636,3.5,1.0,1765.0
2637,4.5,1.0,2375.0
2638,5.5,5.0,3500.0
2639,4.5,5.0,2000.0
2640,3.5,5.0,1385.0
2641,1.5,5.0,1114.0
2642,3.5,2.0,1650.0
2643,5.5,1.0,4820.0
2644,4.5,1.0,2230.0
2645,3.5,1.0,1875.0
2646,1.5,6.0,1200.0
2647,4.5,2.0,2390.0
2648,4.5,5.0,1195.0
2649,3.5,1.0,1695.0
2650,4.5,1.0,2150.0
2651,1.5,1.0,1655.0
2652,1.5,2.0,1820.0
2653,5.5,2.0,3200.0
2654,5.5,2.0,3450.0
2655,3.5,2.0,1499.0
2656,1.5,2.0,1590.0
2657,3.5,4.0,2250.0
2658,3.5,5.0,1925.0
2659,3.5,7.0,1390.0
2660,3.5,5.0,1100.0
2661,4.5,5.0,2400.0
2662,1.5,8.0,720.0
2663,5.5,9.0,1700.0
2664,7.5,4.0,2900.0
2665,1.5,9.0,740.0
2666,6.5,3.0,3500.0
2667,3.5,6.0,1350.0
2668,4.5,9.0,1550.0
2669,1.5,4.0,950.0
2670,4.5,7.0,2000.0
2671,5.5,10.0,1400.0
2672,4.5,1.0,2639.0
2673,3.5,1.0,1765.0
2674,1.5,1.0,1538.0
2675,3.5,3.0,1700.0
2676,5.5,2.0,3442.0
2677,3.5,2.0,1715.0
2678,4.5,2.0,2415.0
2679,1.5,2.0,1505.0
2680,5.5,1.0,5025.0
2681,3.5,1.0,1765.0
2682,4.5,1.0,2375.0
2683,5.5,5.0,3500.0
2684,4.5,5.0,2000.0
2685,3.5,5.0,1385.0
2686,1.5,5.0,1114.0
2687,3.5,2.0,1650.0
2688,5.5,1.0,4820.0
2689,4.5,1.0,2230.0
2690,3.5,1.0,1875.0
2691,1.5,6.0,1200.0
2692,4.5,2.0,2390.0
2693,4.5,5.0,1195.0
2694,3.5,1.0,1695.0
2695,4.5,1.0,2150.0
2696,1.5,1.0,1655.0
2697,1.5,2.0,1820.0
2698,5.5,2.0,3200.0
2699,5.5,2.0,3450.0
2700,4.5,7.0,1696.0
